line_id,line,noun_phrase
100840,"Or force of Greekish sinews, you shall do more",Greekish sinews
100840,"Or force of Greekish sinews, you shall do more",you
100841,"Than all the island kings,--disarm great Hector.","all the island kings,--disarm great Hector"
100842,"'Twill make us proud to be his servant, Paris,",Twill
100842,"'Twill make us proud to be his servant, Paris,",us
100842,"'Twill make us proud to be his servant, Paris,",his servant
100842,"'Twill make us proud to be his servant, Paris,",Paris
100843,"Yea, what he shall receive of us in duty",what
100843,"Yea, what he shall receive of us in duty",he
100843,"Yea, what he shall receive of us in duty",us
100843,"Yea, what he shall receive of us in duty",duty
100844,"Gives us more palm in beauty than we have,",us
100844,"Gives us more palm in beauty than we have,",more palm
100844,"Gives us more palm in beauty than we have,",beauty
100844,"Gives us more palm in beauty than we have,",we
100845,"Yea, overshines ourself.","Yea, overshines"
100846,"Sweet, above thought I love thee.",I
100846,"Sweet, above thought I love thee.",thee
100847,Exeunt,Exeunt
100848,SCENE II. The same. Pandarus' orchard.,SCENE II
100848,SCENE II. The same. Pandarus' orchard.,Pandarus' orchard
100849,"Enter PANDARUS and Troilus's Boy, meeting",PANDARUS
100849,"Enter PANDARUS and Troilus's Boy, meeting",Troilus's Boy
100850,How now! where's thy master? at my cousin,thy master
100850,How now! where's thy master? at my cousin,my cousin
100851,Cressida's?,Cressida
100852,"No, sir, he stays for you to conduct him thither.",he
100852,"No, sir, he stays for you to conduct him thither.",you
100852,"No, sir, he stays for you to conduct him thither.",him
100852,"No, sir, he stays for you to conduct him thither.",thither
100853,"O, here he comes.",he
100854,Enter TROILUS,TROILUS
100856,"Sirrah, walk off.",Sirrah
100857,Exit Boy,Exit Boy
100858,Have you seen my cousin?,you
100858,Have you seen my cousin?,my cousin
100859,"No, Pandarus: I stalk about her door,",I
100859,"No, Pandarus: I stalk about her door,",her door
100860,Like a strange soul upon the Stygian banks,a strange soul
100860,Like a strange soul upon the Stygian banks,the Stygian banks
100861,"Staying for waftage. O, be thou my Charon,",waftage
100861,"Staying for waftage. O, be thou my Charon,",thou
100861,"Staying for waftage. O, be thou my Charon,",my Charon
100862,And give me swift transportance to those fields,me
100862,And give me swift transportance to those fields,swift transportance
100862,And give me swift transportance to those fields,those fields
100863,Where I may wallow in the lily-beds,I
100863,Where I may wallow in the lily-beds,the lily-beds
100864,"Proposed for the deserver! O gentle Pandarus,",the deserver
100864,"Proposed for the deserver! O gentle Pandarus,",O gentle Pandarus
100865,From Cupid's shoulder pluck his painted wings,Cupid's shoulder
100865,From Cupid's shoulder pluck his painted wings,his painted wings
100866,And fly with me to Cressid!,me
100866,And fly with me to Cressid!,Cressid
100867,"Walk here i' the orchard, I'll bring her straight.",the orchard
100867,"Walk here i' the orchard, I'll bring her straight.",I
100867,"Walk here i' the orchard, I'll bring her straight.",her
100868,Exit,Exit
100869,"I am giddy, expectation whirls me round.",I
100869,"I am giddy, expectation whirls me round.",", expectation whirls me"
100870,The imaginary relish is so sweet,The imaginary relish
100871,"That it enchants my sense: what will it be,",it
100871,"That it enchants my sense: what will it be,",my sense
100871,"That it enchants my sense: what will it be,",what
100871,"That it enchants my sense: what will it be,",it
100872,When that the watery palate tastes indeed,the watery palate
100873,"Love's thrice repured nectar? death, I fear me,",Love's thrice
100873,"Love's thrice repured nectar? death, I fear me,",I
100873,"Love's thrice repured nectar? death, I fear me,",me
100874,"Swooning destruction, or some joy too fine,",destruction
100874,"Swooning destruction, or some joy too fine,",some joy
100875,"Too subtle-potent, tuned too sharp in sweetness,",sweetness
100876,For the capacity of my ruder powers:,the capacity
100876,For the capacity of my ruder powers:,my ruder powers
100877,"I fear it much, and I do fear besides,",I
100877,"I fear it much, and I do fear besides,",it
100877,"I fear it much, and I do fear besides,",I
100878,"That I shall lose distinction in my joys,",I
100878,"That I shall lose distinction in my joys,",distinction
100878,"That I shall lose distinction in my joys,",my joys
100879,"As doth a battle, when they charge on heaps",As doth
100879,"As doth a battle, when they charge on heaps",a battle
100879,"As doth a battle, when they charge on heaps",they
100879,"As doth a battle, when they charge on heaps",heaps
100880,The enemy flying.,The enemy
100882,"She's making her ready, she'll come straight: you",She
100882,"She's making her ready, she'll come straight: you",her
100882,"She's making her ready, she'll come straight: you",she
100882,"She's making her ready, she'll come straight: you",you
100883,"must be witty now. She does so blush, and fetches",She
100883,"must be witty now. She does so blush, and fetches",fetches
100884,"her wind so short, as if she were frayed with a",her wind
100884,"her wind so short, as if she were frayed with a",she
100884,"her wind so short, as if she were frayed with a",a
100885,sprite: I'll fetch her. It is the prettiest,I
100885,sprite: I'll fetch her. It is the prettiest,her
100885,sprite: I'll fetch her. It is the prettiest,It
100885,sprite: I'll fetch her. It is the prettiest,the prettiest
100886,villain: she fetches her breath as short as a,she
100886,villain: she fetches her breath as short as a,her breath
100886,villain: she fetches her breath as short as a,a
100887,new-ta'en sparrow.,new-ta'en sparrow
100888,Exit,Exit
100889,Even such a passion doth embrace my bosom:,Even such a passion doth
100889,Even such a passion doth embrace my bosom:,my bosom
100890,"My heart beats thicker than a feverous pulse,",My heart
100890,"My heart beats thicker than a feverous pulse,",a feverous pulse
100891,"And all my powers do their bestowing lose,",all my powers
100891,"And all my powers do their bestowing lose,",their bestowing
100892,Like vassalage at unawares encountering,vassalage
100892,Like vassalage at unawares encountering,unawares
100893,The eye of majesty.,The eye
100893,The eye of majesty.,majesty
100894,Re-enter PANDARUS with CRESSIDA,PANDARUS
100894,Re-enter PANDARUS with CRESSIDA,CRESSIDA
100895,"Come, come, what need you blush? shame's a baby.",what
100895,"Come, come, what need you blush? shame's a baby.",you
100895,"Come, come, what need you blush? shame's a baby.",shame's a baby
100896,Here she is now: swear the oaths now to her that,she
100896,Here she is now: swear the oaths now to her that,the oaths
100896,Here she is now: swear the oaths now to her that,her
100896,Here she is now: swear the oaths now to her that,that
100897,"you have sworn to me. What, are you gone again?",you
100897,"you have sworn to me. What, are you gone again?",me
100897,"you have sworn to me. What, are you gone again?",What
100897,"you have sworn to me. What, are you gone again?",you
100898,"you must be watched ere you be made tame, must you?",you
100898,"you must be watched ere you be made tame, must you?",ere
100898,"you must be watched ere you be made tame, must you?",you
100898,"you must be watched ere you be made tame, must you?",you
100899,"Come your ways, come your ways, an you draw backward,",your ways
100899,"Come your ways, come your ways, an you draw backward,",your ways
100899,"Come your ways, come your ways, an you draw backward,",an
100899,"Come your ways, come your ways, an you draw backward,",you
100900,we'll put you i' the fills. Why do you not speak to,we
100900,we'll put you i' the fills. Why do you not speak to,you
100900,we'll put you i' the fills. Why do you not speak to,i
100900,we'll put you i' the fills. Why do you not speak to,the fills
100900,we'll put you i' the fills. Why do you not speak to,you
100901,"her? Come, draw this curtain, and let's see your",her
100901,"her? Come, draw this curtain, and let's see your",this curtain
100901,"her? Come, draw this curtain, and let's see your",'s
100901,"her? Come, draw this curtain, and let's see your",your
100902,"picture. Alas the day, how loath you are to offend",picture
100902,"picture. Alas the day, how loath you are to offend",you
100903,"daylight! an 'twere dark, you'ld close sooner.",daylight
100903,"daylight! an 'twere dark, you'ld close sooner.",you'ld
100904,"So, so, rub on, and kiss the mistress. How now!",the mistress
100905,"a kiss in fee-farm! build there, carpenter, the air",a kiss
100905,"a kiss in fee-farm! build there, carpenter, the air",fee-farm
100905,"a kiss in fee-farm! build there, carpenter, the air",the air
100906,"is sweet. Nay, you shall fight your hearts out ere",you
100906,"is sweet. Nay, you shall fight your hearts out ere",your hearts
100907,"I part you. The falcon as the tercel, for all the",I
100907,"I part you. The falcon as the tercel, for all the",you
100907,"I part you. The falcon as the tercel, for all the",The falcon
100907,"I part you. The falcon as the tercel, for all the",the tercel
100907,"I part you. The falcon as the tercel, for all the",all the
100908,"ducks i' the river: go to, go to.",ducks
100908,"ducks i' the river: go to, go to.",i
100908,"ducks i' the river: go to, go to.",the river
100909,"You have bereft me of all words, lady.",You
100909,"You have bereft me of all words, lady.",me
100909,"You have bereft me of all words, lady.",all words
100909,"You have bereft me of all words, lady.",lady
100910,"Words pay no debts, give her deeds: but she'll",Words
100910,"Words pay no debts, give her deeds: but she'll",no debts
100910,"Words pay no debts, give her deeds: but she'll",her deeds
100910,"Words pay no debts, give her deeds: but she'll",she
100911,"bereave you o' the deeds too, if she call your",you
100911,"bereave you o' the deeds too, if she call your",the deeds
100911,"bereave you o' the deeds too, if she call your",she
100911,"bereave you o' the deeds too, if she call your",your
100912,"activity in question. What, billing again? Here's",activity
100912,"activity in question. What, billing again? Here's",question
100913,'In witness whereof the parties interchangeably'--,witness
100913,'In witness whereof the parties interchangeably'--,the parties
100914,"Come in, come in: I'll go get a fire.",I
100914,"Come in, come in: I'll go get a fire.",a fire
100915,Exit,Exit
100916,"Will you walk in, my lord?",you
100917,"O Cressida, how often have I wished me thus!",I
100917,"O Cressida, how often have I wished me thus!",me
100918,"Wished, my lord! The gods grant,--O my lord!",Wished
100918,"Wished, my lord! The gods grant,--O my lord!",The gods
100919,What should they grant? what makes this pretty,What
100919,What should they grant? what makes this pretty,they
100919,What should they grant? what makes this pretty,what
100919,What should they grant? what makes this pretty,this
100920,abruption? What too curious dreg espies my sweet,abruption
100920,abruption? What too curious dreg espies my sweet,What too curious dreg
100921,lady in the fountain of our love?,lady
100921,lady in the fountain of our love?,the fountain
100921,lady in the fountain of our love?,our love
100922,"More dregs than water, if my fears have eyes.",More dregs
100922,"More dregs than water, if my fears have eyes.",water
100922,"More dregs than water, if my fears have eyes.",my fears
100922,"More dregs than water, if my fears have eyes.",eyes
100923,"Fears make devils of cherubims, they never see truly.",Fears
100923,"Fears make devils of cherubims, they never see truly.",devils
100923,"Fears make devils of cherubims, they never see truly.",cherubims
100923,"Fears make devils of cherubims, they never see truly.",they
100924,"Blind fear, that seeing reason leads, finds safer",Blind fear
100924,"Blind fear, that seeing reason leads, finds safer",reason
100925,footing than blind reason stumbling without fear: to,blind reason
100925,footing than blind reason stumbling without fear: to,fear
100926,fear the worst oft cures the worse.,the worst oft cures
100927,"O, let my lady apprehend no fear: in all Cupid's",my lady
100927,"O, let my lady apprehend no fear: in all Cupid's",no fear
100927,"O, let my lady apprehend no fear: in all Cupid's",all Cupid
100928,pageant there is presented no monster.,pageant
100928,pageant there is presented no monster.,no monster
100929,Nor nothing monstrous neither?,Nor nothing
100930,"Nothing, but our undertakings, when we vow to weep",Nothing
100930,"Nothing, but our undertakings, when we vow to weep",our undertakings
100930,"Nothing, but our undertakings, when we vow to weep",we
100931,"seas, live in fire, eat rocks, tame tigers, thinking",fire
100931,"seas, live in fire, eat rocks, tame tigers, thinking",rocks
100931,"seas, live in fire, eat rocks, tame tigers, thinking",tame tigers
100932,it harder for our mistress to devise imposition,it
100932,it harder for our mistress to devise imposition,our mistress
100932,it harder for our mistress to devise imposition,imposition
100933,enough than for us to undergo any difficulty imposed.,us
100933,enough than for us to undergo any difficulty imposed.,any difficulty
100934,"This is the monstruosity in love, lady, that the will",This
100934,"This is the monstruosity in love, lady, that the will",the monstruosity
100934,"This is the monstruosity in love, lady, that the will",love
100934,"This is the monstruosity in love, lady, that the will",lady
100935,"is infinite and the execution confined, that the",the execution
100935,"is infinite and the execution confined, that the",that the
100936,desire is boundless and the act a slave to limit.,desire
100936,desire is boundless and the act a slave to limit.,the act
100936,desire is boundless and the act a slave to limit.,limit
100937,They say all lovers swear more performance than they,They
100937,They say all lovers swear more performance than they,all lovers
100937,They say all lovers swear more performance than they,more performance
100937,They say all lovers swear more performance than they,they
100938,are able and yet reserve an ability that they never,an ability
100938,are able and yet reserve an ability that they never,they
100939,"perform, vowing more than the perfection of ten and",the perfection
100940,discharging less than the tenth part of one. They,the tenth part
100940,discharging less than the tenth part of one. They,They
100941,"that have the voice of lions and the act of hares,",that
100941,"that have the voice of lions and the act of hares,",the voice
100941,"that have the voice of lions and the act of hares,",lions
100941,"that have the voice of lions and the act of hares,",the act
100941,"that have the voice of lions and the act of hares,",hares
100942,are they not monsters?,they
100942,are they not monsters?,monsters
100943,Are there such? such are not we: praise us as we,we
100943,Are there such? such are not we: praise us as we,us
100943,Are there such? such are not we: praise us as we,we
100944,"are tasted, allow us as we prove, our head shall go",us
100944,"are tasted, allow us as we prove, our head shall go",we
100944,"are tasted, allow us as we prove, our head shall go",our head
100945,bare till merit crown it: no perfection in reversion,merit crown
100945,bare till merit crown it: no perfection in reversion,it
100945,bare till merit crown it: no perfection in reversion,no perfection
100945,bare till merit crown it: no perfection in reversion,reversion
100946,shall have a praise in present: we will not name,a praise
100946,shall have a praise in present: we will not name,present
100946,shall have a praise in present: we will not name,we
100947,"desert before his birth, and, being born, his addition",his birth
100948,shall be humble. Few words to fair faith: Troilus,Few words
100948,shall be humble. Few words to fair faith: Troilus,fair faith
100948,shall be humble. Few words to fair faith: Troilus,Troilus
100949,shall be such to Cressid as what envy can say worst,Cressid
100949,shall be such to Cressid as what envy can say worst,what
100949,shall be such to Cressid as what envy can say worst,envy
100950,"shall be a mock for his truth, and what truth can",a mock
100950,"shall be a mock for his truth, and what truth can",his truth
100950,"shall be a mock for his truth, and what truth can",what truth
100951,speak truest not truer than Troilus.,Troilus
100952,"Will you walk in, my lord?",you
100954,"What, blushing still? have you not done talking yet?",What
100954,"What, blushing still? have you not done talking yet?",you
100955,"Well, uncle, what folly I commit, I dedicate to you.",I
100955,"Well, uncle, what folly I commit, I dedicate to you.",I
100955,"Well, uncle, what folly I commit, I dedicate to you.",you
100956,"I thank you for that: if my lord get a boy of you,",I
100956,"I thank you for that: if my lord get a boy of you,",you
100956,"I thank you for that: if my lord get a boy of you,",that
100956,"I thank you for that: if my lord get a boy of you,",my lord
100956,"I thank you for that: if my lord get a boy of you,",a boy
100956,"I thank you for that: if my lord get a boy of you,",you
100957,you'll give him me. Be true to my lord: if he,you
100957,you'll give him me. Be true to my lord: if he,him
100957,you'll give him me. Be true to my lord: if he,me
100957,you'll give him me. Be true to my lord: if he,my lord
100958,"flinch, chide me for it.",me
100958,"flinch, chide me for it.",it
100959,"You know now your hostages, your uncle's word and my",You
100959,"You know now your hostages, your uncle's word and my",your hostages
100959,"You know now your hostages, your uncle's word and my",your uncle's word
100960,firm faith.,firm faith
100961,"Nay, I'll give my word for her too: our kindred,",I
100961,"Nay, I'll give my word for her too: our kindred,",my word
100961,"Nay, I'll give my word for her too: our kindred,",her
100962,"though they be long ere they are wooed, they are",they
100962,"though they be long ere they are wooed, they are",they
100962,"though they be long ere they are wooed, they are",they
100963,"constant being won: they are burs, I can tell you,",they
100963,"constant being won: they are burs, I can tell you,",I
100963,"constant being won: they are burs, I can tell you,",you
100964,they'll stick where they are thrown.,they
100964,they'll stick where they are thrown.,they
100965,"Boldness comes to me now, and brings me heart.",Boldness
100965,"Boldness comes to me now, and brings me heart.",me
100965,"Boldness comes to me now, and brings me heart.",me
100965,"Boldness comes to me now, and brings me heart.",heart
100966,"Prince Troilus, I have loved you night and day",I
100966,"Prince Troilus, I have loved you night and day",you
100967,For many weary months.,many weary months
100968,Why was my Cressid then so hard to win?,my Cressid
100969,"Hard to seem won: but I was won, my lord,",I
100970,With the first glance that ever--pardon me--,the first glance
100970,With the first glance that ever--pardon me--,me--
100971,"If I confess much, you will play the tyrant.",I
100971,"If I confess much, you will play the tyrant.",you
100971,"If I confess much, you will play the tyrant.",the tyrant
100972,"I love you now, but not, till now, so much",I
100972,"I love you now, but not, till now, so much",you
100973,"But I might master it: in faith, I lie,",I
100973,"But I might master it: in faith, I lie,",it
100973,"But I might master it: in faith, I lie,",faith
100973,"But I might master it: in faith, I lie,",I
100974,"My thoughts were like unbridled children, grown",My thoughts
100974,"My thoughts were like unbridled children, grown",unbridled children
100975,"Too headstrong for their mother. See, we fools!",Too headstrong
100975,"Too headstrong for their mother. See, we fools!",their mother
100975,"Too headstrong for their mother. See, we fools!",we
100976,"Why have I blabb'd? who shall be true to us,",I
100976,"Why have I blabb'd? who shall be true to us,",who
100976,"Why have I blabb'd? who shall be true to us,",us
100977,When we are so unsecret to ourselves?,we
100977,When we are so unsecret to ourselves?,ourselves
100978,"But, though I loved you well, I woo'd you not,",I
100978,"But, though I loved you well, I woo'd you not,",you
100978,"But, though I loved you well, I woo'd you not,",I
100978,"But, though I loved you well, I woo'd you not,",you
100979,"And yet, good faith, I wish'd myself a man,",I
100980,Or that we women had men's privilege,we
100980,Or that we women had men's privilege,women
100980,Or that we women had men's privilege,men's privilege
100981,"Of speaking first. Sweet, bid me hold my tongue,",me
100981,"Of speaking first. Sweet, bid me hold my tongue,",my tongue
100982,For in this rapture I shall surely speak,this rapture
100982,For in this rapture I shall surely speak,I
100983,"The thing I shall repent. See, see, your silence,",The thing
100983,"The thing I shall repent. See, see, your silence,",I
100984,"Cunning in dumbness, from my weakness draws",dumbness
100984,"Cunning in dumbness, from my weakness draws",my weakness
100985,My very soul of counsel! stop my mouth.,My very soul
100985,My very soul of counsel! stop my mouth.,counsel
100985,My very soul of counsel! stop my mouth.,my mouth
100986,"And shall, albeit sweet music issues thence.",sweet music issues
100987,"Pretty, i' faith.","Pretty, i' faith"
100988,"My lord, I do beseech you, pardon me,",I
100988,"My lord, I do beseech you, pardon me,",you
100988,"My lord, I do beseech you, pardon me,",me
100989,"'Twas not my purpose, thus to beg a kiss:",my purpose
100989,"'Twas not my purpose, thus to beg a kiss:",a kiss
100990,I am ashamed. O heavens! what have I done?,I
100990,I am ashamed. O heavens! what have I done?,O heavens
100990,I am ashamed. O heavens! what have I done?,what
100990,I am ashamed. O heavens! what have I done?,I
100991,"For this time will I take my leave, my lord.",this time
100991,"For this time will I take my leave, my lord.",I
100991,"For this time will I take my leave, my lord.",my leave
100992,"Your leave, sweet Cressid!",Your leave
100992,"Your leave, sweet Cressid!",sweet Cressid
100993,"Leave! an you take leave till to-morrow morning,--",an
100993,"Leave! an you take leave till to-morrow morning,--",you
100993,"Leave! an you take leave till to-morrow morning,--",leave
100993,"Leave! an you take leave till to-morrow morning,--",morrow
100994,"Pray you, content you.",you
100994,"Pray you, content you.",you
100995,"What offends you, lady?",What
100995,"What offends you, lady?",you
100996,"Sir, mine own company.","Sir, mine own company"
100997,You cannot shun Yourself.,You
100997,You cannot shun Yourself.,Yourself
100998,Let me go and try:,me
100999,"I have a kind of self resides with you,",I
100999,"I have a kind of self resides with you,",a kind
100999,"I have a kind of self resides with you,",self
100999,"I have a kind of self resides with you,",you
101000,"But an unkind self, that itself will leave,",an unkind self
101000,"But an unkind self, that itself will leave,",itself
101001,To be another's fool. I would be gone:,another's fool
101001,To be another's fool. I would be gone:,I
101002,Where is my wit? I know not what I speak.,my wit
101002,Where is my wit? I know not what I speak.,I
101002,Where is my wit? I know not what I speak.,what
101002,Where is my wit? I know not what I speak.,I
101003,Well know they what they speak that speak so wisely.,they
101003,Well know they what they speak that speak so wisely.,what
101003,Well know they what they speak that speak so wisely.,they
101003,Well know they what they speak that speak so wisely.,that
101004,"Perchance, my lord, I show more craft than love,",I
101004,"Perchance, my lord, I show more craft than love,",more craft
101004,"Perchance, my lord, I show more craft than love,",love
101005,"And fell so roundly to a large confession,",a large confession
101006,"To angle for your thoughts: but you are wise,",your thoughts
101006,"To angle for your thoughts: but you are wise,",you
101007,"Or else you love not, for to be wise and love",you
101008,"Exceeds man's might, that dwells with gods above.",Exceeds man's might
101008,"Exceeds man's might, that dwells with gods above.",that
101008,"Exceeds man's might, that dwells with gods above.",gods
101009,O that I thought it could be in a woman--,that
101009,O that I thought it could be in a woman--,I
101009,O that I thought it could be in a woman--,it
101009,O that I thought it could be in a woman--,a woman--
101010,"As, if it can, I will presume in you--",it
101010,"As, if it can, I will presume in you--",I
101011,"To feed for aye her ramp and flames of love,",aye
101011,"To feed for aye her ramp and flames of love,",her ramp
101011,"To feed for aye her ramp and flames of love,",flames
101011,"To feed for aye her ramp and flames of love,",love
101012,"To keep her constancy in plight and youth,",her constancy
101012,"To keep her constancy in plight and youth,",plight
101012,"To keep her constancy in plight and youth,",youth
101013,"Outliving beauty's outward, with a mind",Outliving beauty
101013,"Outliving beauty's outward, with a mind",a mind
101014,That doth renew swifter than blood decays!,That doth renew swifter
101014,That doth renew swifter than blood decays!,blood decays
101015,"Or that persuasion could but thus convince me,",persuasion
101015,"Or that persuasion could but thus convince me,",me
101016,That my integrity and truth to you,my integrity
101016,That my integrity and truth to you,truth
101016,That my integrity and truth to you,you
101017,Might be affronted with the match and weight,the match
101017,Might be affronted with the match and weight,weight
101018,"Of such a winnow'd purity in love,",such a winnow'd purity
101018,"Of such a winnow'd purity in love,",love
101019,"How were I then uplifted! but, alas!",I
101020,I am as true as truth's simplicity,I
101020,I am as true as truth's simplicity,truth's simplicity
101021,And simpler than the infancy of truth.,the infancy
101021,And simpler than the infancy of truth.,truth
101022,In that I'll war with you.,that
101022,In that I'll war with you.,I
101022,In that I'll war with you.,you
101023,"O virtuous fight,",O virtuous fight
101024,When right with right wars who shall be most right!,right wars
101024,When right with right wars who shall be most right!,who
101025,True swains in love shall in the world to come,True swains
101025,True swains in love shall in the world to come,love
101025,True swains in love shall in the world to come,the world
101026,"Approve their truths by Troilus: when their rhymes,",their truths
101026,"Approve their truths by Troilus: when their rhymes,",Troilus
101027,"Full of protest, of oath and big compare,",protest
101027,"Full of protest, of oath and big compare,",oath
101027,"Full of protest, of oath and big compare,",big compare
101028,"Want similes, truth tired with iteration,",similes
101028,"Want similes, truth tired with iteration,",truth
101028,"Want similes, truth tired with iteration,",iteration
101029,"As true as steel, as plantage to the moon,",steel
101029,"As true as steel, as plantage to the moon,",plantage
101029,"As true as steel, as plantage to the moon,",the moon
101030,"As sun to day, as turtle to her mate,",sun
101030,"As sun to day, as turtle to her mate,",day
101030,"As sun to day, as turtle to her mate,",turtle
101030,"As sun to day, as turtle to her mate,",her mate
101031,"As iron to adamant, as earth to the centre,",iron
101031,"As iron to adamant, as earth to the centre,",earth
101031,"As iron to adamant, as earth to the centre,",the centre
101032,"Yet, after all comparisons of truth,",all comparisons
101032,"Yet, after all comparisons of truth,",truth
101033,"As truth's authentic author to be cited,",truth's authentic author
101034,"'As true as Troilus' shall crown up the verse,",Troilus
101034,"'As true as Troilus' shall crown up the verse,",the verse
101035,And sanctify the numbers.,the numbers
101036,Prophet may you be!,you
101037,"If I be false, or swerve a hair from truth,",I
101037,"If I be false, or swerve a hair from truth,",a hair
101037,"If I be false, or swerve a hair from truth,",truth
101038,"When time is old and hath forgot itself,",time
101038,"When time is old and hath forgot itself,",hath
101038,"When time is old and hath forgot itself,",itself
101039,"When waterdrops have worn the stones of Troy,",waterdrops
101039,"When waterdrops have worn the stones of Troy,",the stones
101039,"When waterdrops have worn the stones of Troy,",Troy
101040,"And blind oblivion swallow'd cities up,",blind oblivion
101040,"And blind oblivion swallow'd cities up,",cities
101041,And mighty states characterless are grated,mighty states characterless
101042,"To dusty nothing, yet let memory,",nothing
101042,"To dusty nothing, yet let memory,",memory
101043,"From false to false, among false maids in love,",false maids
101043,"From false to false, among false maids in love,",love
101044,Upbraid my falsehood! when they've said 'as false,my falsehood
101044,Upbraid my falsehood! when they've said 'as false,they
101045,"As air, as water, wind, or sandy earth,",air
101045,"As air, as water, wind, or sandy earth,",water
101045,"As air, as water, wind, or sandy earth,",wind
101045,"As air, as water, wind, or sandy earth,",sandy earth
101046,"As fox to lamb, as wolf to heifer's calf,",fox
101046,"As fox to lamb, as wolf to heifer's calf,",lamb
101046,"As fox to lamb, as wolf to heifer's calf,",wolf
101046,"As fox to lamb, as wolf to heifer's calf,",heifer's calf
101047,"Pard to the hind, or stepdame to her son,'",the hind
101047,"Pard to the hind, or stepdame to her son,'",stepdame
101047,"Pard to the hind, or stepdame to her son,'",her son
101048,"'Yea,' let them say, to stick the heart of falsehood,",them
101048,"'Yea,' let them say, to stick the heart of falsehood,",the heart
101048,"'Yea,' let them say, to stick the heart of falsehood,",falsehood
101049,'As false as Cressid.',Cressid
101050,"Go to, a bargain made: seal it, seal it, I'll be the",a bargain
101050,"Go to, a bargain made: seal it, seal it, I'll be the",it
101050,"Go to, a bargain made: seal it, seal it, I'll be the",it
101050,"Go to, a bargain made: seal it, seal it, I'll be the",I
101050,"Go to, a bargain made: seal it, seal it, I'll be the",the
101051,"witness. Here I hold your hand, here my cousin's.",witness
101051,"witness. Here I hold your hand, here my cousin's.",I
101051,"witness. Here I hold your hand, here my cousin's.",your hand
101052,"If ever you prove false one to another, since I have",you
101052,"If ever you prove false one to another, since I have",false one
101052,"If ever you prove false one to another, since I have",another
101052,"If ever you prove false one to another, since I have",I
101053,"taken such pains to bring you together, let all",such pains
101053,"taken such pains to bring you together, let all",you
101054,pitiful goers-between be called to the world's end,pitiful goers
101054,pitiful goers-between be called to the world's end,the world's end
101055,"after my name, call them all Pandars, let all",my name
101055,"after my name, call them all Pandars, let all",them
101055,"after my name, call them all Pandars, let all",all Pandars
101056,"constant men be Troiluses, all false women Cressids,",constant men
101056,"constant men be Troiluses, all false women Cressids,",Troiluses
101056,"constant men be Troiluses, all false women Cressids,",all false women
101056,"constant men be Troiluses, all false women Cressids,",Cressids
101057,"and all brokers-between Pandars! say, amen.",and all brokers
101057,"and all brokers-between Pandars! say, amen.",Pandars
101060,Amen. Whereupon I will show you a chamber with a,I
101060,Amen. Whereupon I will show you a chamber with a,you
101060,Amen. Whereupon I will show you a chamber with a,a chamber
101060,Amen. Whereupon I will show you a chamber with a,a
101061,"bed, which bed, because it shall not speak of your",bed
101061,"bed, which bed, because it shall not speak of your",it
101061,"bed, which bed, because it shall not speak of your",your
101062,"pretty encounters, press it to death: away!",pretty encounters
101062,"pretty encounters, press it to death: away!",it
101062,"pretty encounters, press it to death: away!",death
101063,And Cupid grant all tongue-tied maidens here,all tongue-tied maidens
101064,"Bed, chamber, Pandar to provide this gear!",Bed
101064,"Bed, chamber, Pandar to provide this gear!",chamber
101064,"Bed, chamber, Pandar to provide this gear!",Pandar
101064,"Bed, chamber, Pandar to provide this gear!",this gear
101065,Exeunt,Exeunt
101066,SCENE III. The Grecian camp. Before Achilles' tent.,SCENE III
101066,SCENE III. The Grecian camp. Before Achilles' tent.,The Grecian camp
101066,SCENE III. The Grecian camp. Before Achilles' tent.,Achilles' tent
101067,"Enter AGAMEMNON, ULYSSES, DIOMEDES, NESTOR, AJAX, MENELAUS, and CALCHAS",AGAMEMNON
101067,"Enter AGAMEMNON, ULYSSES, DIOMEDES, NESTOR, AJAX, MENELAUS, and CALCHAS",ULYSSES
101067,"Enter AGAMEMNON, ULYSSES, DIOMEDES, NESTOR, AJAX, MENELAUS, and CALCHAS",DIOMEDES
101067,"Enter AGAMEMNON, ULYSSES, DIOMEDES, NESTOR, AJAX, MENELAUS, and CALCHAS",NESTOR
101067,"Enter AGAMEMNON, ULYSSES, DIOMEDES, NESTOR, AJAX, MENELAUS, and CALCHAS",AJAX
101067,"Enter AGAMEMNON, ULYSSES, DIOMEDES, NESTOR, AJAX, MENELAUS, and CALCHAS",MENELAUS
101067,"Enter AGAMEMNON, ULYSSES, DIOMEDES, NESTOR, AJAX, MENELAUS, and CALCHAS",CALCHAS
101068,"Now, princes, for the service I have done you,","Now, princes"
101068,"Now, princes, for the service I have done you,",the service
101068,"Now, princes, for the service I have done you,",I
101068,"Now, princes, for the service I have done you,",you
101069,The advantage of the time prompts me aloud,The advantage
101069,The advantage of the time prompts me aloud,the time
101069,The advantage of the time prompts me aloud,me
101070,To call for recompense. Appear it to your mind,recompense
101070,To call for recompense. Appear it to your mind,it
101070,To call for recompense. Appear it to your mind,your mind
101071,"That, through the sight I bear in things to love,",That
101071,"That, through the sight I bear in things to love,",the sight
101071,"That, through the sight I bear in things to love,",I
101071,"That, through the sight I bear in things to love,",things
101072,"I have abandon'd Troy, left my possession,",I
101072,"I have abandon'd Troy, left my possession,",abandon'd Troy
101072,"I have abandon'd Troy, left my possession,",my possession
