line_id,sentence,word,chosen_synset,definition
94146,"If our betters play at that game, we must not dare",play,play.v.15,"put (a card or piece) into play during a game, or act strategically as if in a card game"
94398,"Methinks, false hearts should never have sound legs,",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
95268,"trumpet's sound, we shall to 't presently.",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
95538,"As the moon does, by wanting light to give:",light,inner_light.n.01,a divine presence believed by Quakers to enlighten and guide the soul
95637,"Nor sound his quillets shrilly: hoar the flamen,",sound,sound.n.01,the particular auditory effect produced by a given cause
95854,company light upon thee! I will fear to catch it,light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
95882,Lie where the light foam the sea may beat,light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
96105,Find what thou want'st by free and offer'd light. Come.,light,inner_light.n.01,a divine presence believed by Quakers to enlighten and guide the soul
96228,"Play the recanter, feeling in itself",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
96359,Trumpets sound. Enter ALCIBIADES with his powers,sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
96360,Sound to this coward and lascivious town,sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
96822,I lead espoused my bride along with me.,lead,lead.n.15,mixture of graphite with clay in different degrees of hardness; the marking substance in a pencil
97516,An if thy stumps will let thee play the scribe.,play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
98157,"Here's no sound jest! the old man hath found their guilt,",sound,sound.n.01,the particular auditory effect produced by a given cause
98180,Trumpets sound within,sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
98261,He is enfranchised and come to light:,light,inner_light.n.01,a divine presence believed by Quakers to enlighten and guide the soul
98331,"Go sound the ocean, and cast your nets,",sound,sound.n.01,the particular auditory effect produced by a given cause
98783,"Come down, and welcome me to this world's light,",light,inner_light.n.01,a divine presence believed by Quakers to enlighten and guide the soul
98965,"So, now bring them in, for I'll play the cook,",play,gambling.n.01,the act of playing for stakes in the hope of winning (including the payment of a price for a chance to win a prize)
98997,Hautboys sound. The Company sit down at table,sound,sound.n.01,the particular auditory effect produced by a given cause
99218,"To tell you, fair beholders, that our play",play,bid.n.02,an attempt to get something
99221,To what may be digested in a play.,play,play.v.12,pretend to be somebody in the framework of a game or playful activity
99261,"I have, as when the sun doth light a storm,",light,light.n.02,any device serving as a source of illumination
99356,"Before the sun rose he was harness'd light,",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
99652,Infect the sound pine and divert his grain,sound,sound.n.01,the particular auditory effect produced by a given cause
99672,"Puffing at all, winnows the light away,",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
99802,To hear the wooden dialogue and sound,sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
99812,"Now play me Nestor, hem, and stroke thy beard,",play,maneuver.n.03,a deliberate coordinated movement requiring dexterity and skill
99817,"'Tis Nestor right. Now play him me, Patroclus,",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
99960,"To our pavilion shall I lead you, sir.",lead,run.v.23,cause something to pass or lead somewhere
100689,"Light boats sail swift, though greater hulks draw deep.",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
100714,Who play they to?,play,bid.n.02,an attempt to get something
100722,do these men play?,play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
100971,"If I confess much, you will play the tyrant.",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
101124,Than if not look'd on. I will lead the way.,lead,lead.n.04,a position of leadership (especially in the phrase `take the lead')
101213,Whiles others play the idiots in her eyes!,play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
101292,"When fame shall in our islands sound her trump,",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
101419,"By Jove, I'll play the hunter for thy life",play,play.n.01,a dramatic work intended for performance by actors on a stage
101457,"Even in the soul of sound good-fellowship,",sound,sound.n.02,the subjective sensation of hearing something
101725,"Nor play at subtle games, fair virtues all,",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
102495,Ho! bid my trumpet sound!,sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
102528,"O,'tis fair play.",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
102529,"Fool's play, by heaven, Hector.",play,play.n.01,a dramatic work intended for performance by actors on a stage
102815,"The Trojan trumpets sound the like, my lord.",sound,sound.n.01,the particular auditory effect produced by a given cause
102905,"If music be the food of love, play on,",play,play.v.12,pretend to be somebody in the framework of a game or playful activity
102909,"O, it came o'er my ear like the sweet sound,",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
102910,"That breathes upon a bank of violets,",bank,bank.n.01,sloping land (especially the slope beside a body of water)
103017,I thank thee: lead me on.,lead,run.v.23,cause something to pass or lead somewhere
103187,"Is as the maiden's organ, shrill and sound,",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
103385,"of malice I swear, I am not that I play. Are you",play,play.n.02,a theatrical performance of a drama
103437,If you will lead these graces to the grave,lead,lead.n.09,(baseball) the position taken by a base runner preparing to advance to the next base
103807,More than light airs and recollected terms,light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
103814,"Seek him out, and play the tune the while.",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
104001,"up watch, or play with my--some rich jewel. Toby",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
104129,"Shall I play my freedom at traytrip, and become thy",play,maneuver.n.03,a deliberate coordinated movement requiring dexterity and skill
104200,"I would play Lord Pandarus of Phrygia, sir, to bring",play,gambling.n.01,the act of playing for stakes in the hope of winning (including the payment of a price for a chance to win a prize)
104209,"This fellow is wise enough to play the fool,",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
104453,Haply your eye shall light upon some toy,light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
104580,gravity to play at cherry-pit with Satan: hang,play,fun.n.02,verbal wit or mockery (often at another's expense but not to be taken seriously)
104845,Lead me on.,lead,run.v.23,cause something to pass or lead somewhere
105045,"Good fool, help me to some light and some paper: I",light,inner_light.n.01,a divine presence believed by Quakers to enlighten and guide the soul
105049,"light, and convey what I will set down to my lady:",light,inner_light.n.01,a divine presence believed by Quakers to enlighten and guide the soul
105056,brains. I will fetch you light and paper and ink.,light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
105109,"Then lead the way, good father, and heavens so shine,",lead,lead.n.05,the angle between the direction a gun is aimed and the position of a moving target (correcting for the flight time of the missile)
105148,"Primo, secundo, tertio, is a good play, and the old",play,play.n.17,the act using a sword (or other weapon) vigorously and skillfully
105547,"But that's all one, our play is done,",play,play.n.08,activity by children that is guided more by imagination than by fixed rules
105790,Best sing it to the tune of 'Light o' love.',light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
105791,It is too heavy for so light a tune.,light,lighter.n.02,a device for lighting or igniting fuel or charges or fires
106430,"And that hath dazzled my reason's light,",light,light.n.01,(physics) electromagnetic radiation that can produce a visual sensation
106680,That I had any light from thee of this.,light,light.n.02,any device serving as a source of illumination
106762,"It will be light, my lord, that you may bear it",light,light.n.01,(physics) electromagnetic radiation that can produce a visual sensation
106810,"What light is light, if Silvia be not seen?",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
107268,You would have them always play but one thing?,play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
107269,I would always have one play but one thing.,play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
107403,"When a man's servant shall play the cur with him,",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
107569,"Our youth got me to play the woman's part,",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
107575,For I did play a lamentable part:,play,act.v.03,play a role or part
108055,Of my young play-fellow.,play,play.n.02,a theatrical performance of a drama
108185,"Go, play, boy, play: thy mother plays, and I",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
108186,"Play too, but so disgraced a part, whose issue",play,act.v.03,play a role or part
108188,"Will be my knell. Go, play, boy, play.",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
108210,"Go play, Mamillius, thou'rt an honest man.",play,play.v.03,play on an instrument
108572,For them to play at will. How came the posterns,play,gambling.n.01,the act of playing for stakes in the hope of winning (including the payment of a price for a chance to win a prize)
108943,"I am none, by this good light.",light,light.a.06,characterized by or emitting light
108953,As ever oak or stone was sound.,sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
109028,Lead on to some foul issue: we all kneel.,lead,run.v.23,cause something to pass or lead somewhere
109397,I daily vow to use it. Come and lead me,lead,run.v.23,cause something to pass or lead somewhere
109929,"No, like a bank for love to lie and play on,",bank,depository_financial_institution.n.01,a financial institution that accepts deposits and channels the money into lending activities
109929,"No, like a bank for love to lie and play on,",play,play.n.01,a dramatic work intended for performance by actors on a stage
109932,Methinks I play as I have seen them do,play,play.v.15,"put (a card or piece) into play during a game, or act strategically as if in a card game"
109987,"Do light upon her, she shall bring him that",light,light.n.01,(physics) electromagnetic radiation that can produce a visual sensation
110201,This shows a sound affection.,sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
110470,"The scene you play were mine. For instance, sir,",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
110542,I see the play so lies,play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
111391,"Lead us from hence, where we may leisurely",lead,run.v.23,cause something to pass or lead somewhere
111394,We were dissever'd: hastily lead away.,lead,run.v.23,cause something to pass or lead somewhere
